Health_Center_ID,Medicine_Name,month,hist_med_avg
1,Cough Syrup,8,2.3376623376623376
1,Cough Syrup,9,2.1267605633802815
1,Cough Syrup,10,2.2125
1,Cough Syrup,11,8.255555555555556
1,Cough Syrup,12,7.956989247311828
1,Ibuprofen 400mg,1,3.1333333333333333
1,Ibuprofen 400mg,2,4.305555555555555
1,Ibuprofen 400mg,3,3.861111111111111
1,Ibuprofen 400mg,4,3.694915254237288
1,Ibuprofen 400mg,5,3.65625
1,Ibuprofen 400mg,6,4.0
1,Ibuprofen 400mg,7,4.8
1,Ibuprofen 400mg,8,4.493150684931507
1,Ibuprofen 400mg,9,4.266666666666667
1,Ibuprofen 400mg,10,4.073170731707317
1,Ibuprofen 400mg,11,3.4074074074074074
1,Ibuprofen 400mg,12,3.6206896551724137
1,Metformin 500mg,1,2.8
1,Metformin 500mg,2,3.4615384615384617
1,Metformin 500mg,3,2.7346938775510203
1,Metformin 500mg,4,2.6666666666666665
1,Metformin 500mg,5,2.8372093023255816
1,Metformin 500mg,6,2.925925925925926
1,Metformin 500mg,7,3.0714285714285716
1,Metformin 500mg,8,3.3684210526315788
1,Metformin 500mg,9,3.0943396226415096
1,Metformin 500mg,10,3.3214285714285716
1,Metformin 500mg,11,2.3333333333333335
1,Metformin 500mg,12,2.4615384615384617
1,ORS Sachets,1,4.3090909090909095
1,ORS Sachets,2,6.845070422535211
1,ORS Sachets,3,18.847826086956523
1,ORS Sachets,4,17.517241379310345
1,ORS Sachets,5,17.51086956521739
1,ORS Sachets,6,14.379310344827585
1,ORS Sachets,7,14.217391304347826
1,ORS Sachets,8,13.945054945054945
1,ORS Sachets,9,12.137931034482758
1,ORS Sachets,10,7.394366197183099
1,ORS Sachets,11,5.017241379310345
1,ORS Sachets,12,4.777777777777778
1,Paracetamol 500mg,1,3.0085470085470085
1,Paracetamol 500mg,2,4.625850340136054
1,Paracetamol 500mg,3,3.6470588235294117
1,Paracetamol 500mg,4,3.84251968503937
1,Paracetamol 500mg,5,3.8059701492537314
1,Paracetamol 500mg,6,13.617283950617283
1,Paracetamol 500mg,7,18.416666666666668
1,Paracetamol 500mg,8,15.940119760479043
1,Paracetamol 500mg,9,13.524390243902438
1,Paracetamol 500mg,10,4.466666666666667
1,Paracetamol 500mg,11,3.130434782608696
1,Paracetamol 500mg,12,2.7962962962962963
1,Vitamin D3 Supplements,1,1.4259259259259258
1,Vitamin D3 Supplements,2,2.3513513513513513
1,Vitamin D3 Supplements,3,1.7313432835820894
1,Vitamin D3 Supplements,4,1.8059701492537314
1,Vitamin D3 Supplements,5,1.6764705882352942
1,Vitamin D3 Supplements,6,2.3783783783783785
1,Vitamin D3 Supplements,7,2.3417721518987342
1,Vitamin D3 Supplements,8,2.231707317073171
1,Vitamin D3 Supplements,9,1.9473684210526316
1,Vitamin D3 Supplements,10,2.1029411764705883
1,Vitamin D3 Supplements,11,1.5294117647058822
1,Vitamin D3 Supplements,12,1.5818181818181818
2,Amlodipine 5mg,1,1.15
2,Amlodipine 5mg,2,1.6938775510204083
2,Amlodipine 5mg,3,1.2619047619047619
2,Amlodipine 5mg,4,1.625
2,Amlodipine 5mg,5,1.4893617021276595
2,Amlodipine 5mg,6,1.3703703703703705
2,Amlodipine 5mg,7,1.7446808510638299
2,Amlodipine 5mg,8,1.4423076923076923
2,Amlodipine 5mg,9,1.4166666666666667
2,Amlodipine 5mg,10,1.6346153846153846
2,Amlodipine 5mg,11,1.4
2,Amlodipine 5mg,12,1.2564102564102564
2,Amoxicillin 250mg,1,22.129032258064516
2,Amoxicillin 250mg,2,6.52
2,Amoxicillin 250mg,3,6.214285714285714
2,Amoxicillin 250mg,4,5.333333333333333
2,Amoxicillin 250mg,5,5.55
2,Amoxicillin 250mg,6,6.078947368421052
2,Amoxicillin 250mg,7,6.6375
2,Amoxicillin 250mg,8,6.454545454545454
2,Amoxicillin 250mg,9,6.17910447761194
2,Amoxicillin 250mg,10,6.545454545454546
2,Amoxicillin 250mg,11,23.2
2,Amoxicillin 250mg,12,23.193548387096776
2,Cetirizine 10mg,1,1.8431372549019607
2,Cetirizine 10mg,2,2.0422535211267605
2,Cetirizine 10mg,3,1.765625
2,Cetirizine 10mg,4,1.9180327868852458
2,Cetirizine 10mg,5,1.8571428571428572
2,Cetirizine 10mg,6,2.0694444444444446
2,Cetirizine 10mg,7,2.3661971830985915
2,Cetirizine 10mg,8,2.2337662337662336
2,Cetirizine 10mg,9,2.303030303030303
2,Cetirizine 10mg,10,2.0
2,Cetirizine 10mg,11,1.5490196078431373
2,Cetirizine 10mg,12,1.6734693877551021
2,Cough Syrup,1,7.817204301075269
2,Cough Syrup,2,2.1944444444444446
2,Cough Syrup,3,1.576271186440678
2,Cough Syrup,4,1.8873239436619718
2,Cough Syrup,5,1.9402985074626866
2,Cough Syrup,6,1.9264705882352942
2,Cough Syrup,7,2.2567567567567566
2,Cough Syrup,8,1.974025974025974
2,Cough Syrup,9,2.125
2,Cough Syrup,10,2.128205128205128
2,Cough Syrup,11,7.833333333333333
2,Cough Syrup,12,7.924731182795699
2,Ibuprofen 400mg,1,3.227272727272727
2,Ibuprofen 400mg,2,4.203389830508475
2,Ibuprofen 400mg,3,3.8688524590163933
2,Ibuprofen 400mg,4,3.4029850746268657
2,Ibuprofen 400mg,5,3.638888888888889
2,Ibuprofen 400mg,6,4.567164179104478
2,Ibuprofen 400mg,7,4.473684210526316
2,Ibuprofen 400mg,8,4.260869565217392
2,Ibuprofen 400mg,9,4.075949367088608
2,Ibuprofen 400mg,10,3.825
2,Ibuprofen 400mg,11,3.206896551724138
2,Ibuprofen 400mg,12,2.912280701754386
2,Metformin 500mg,1,2.8484848484848486
2,Metformin 500mg,2,3.32
2,Metformin 500mg,3,2.9523809523809526
2,Metformin 500mg,4,2.883720930232558
2,Metformin 500mg,5,2.5714285714285716
2,Metformin 500mg,6,3.4583333333333335
2,Metformin 500mg,7,2.903225806451613
2,Metformin 500mg,8,2.8085106382978724
2,Metformin 500mg,9,2.8461538461538463
2,Metformin 500mg,10,3.32
2,Metformin 500mg,11,2.8205128205128207
2,Metformin 500mg,12,2.5517241379310347
2,ORS Sachets,1,4.933333333333334
2,ORS Sachets,2,6.085714285714285
2,ORS Sachets,3,17.612903225806452
2,ORS Sachets,4,17.166666666666668
2,ORS Sachets,5,17.193548387096776
2,ORS Sachets,6,13.206896551724139
2,ORS Sachets,7,16.266666666666666
2,ORS Sachets,8,12.35483870967742
2,ORS Sachets,9,13.63953488372093
2,ORS Sachets,10,7.0
2,ORS Sachets,11,4.838709677419355
2,ORS Sachets,12,4.607142857142857
2,Paracetamol 500mg,1,3.128205128205128
2,Paracetamol 500mg,2,4.439716312056738
2,Paracetamol 500mg,3,3.703125
2,Paracetamol 500mg,4,3.46875
2,Paracetamol 500mg,5,3.5081967213114753
2,Paracetamol 500mg,6,13.272727272727273
2,Paracetamol 500mg,7,16.872093023255815
2,Paracetamol 500mg,8,14.863905325443787
2,Paracetamol 500mg,9,13.544910179640718
2,Paracetamol 500mg,10,4.380952380952381
2,Paracetamol 500mg,11,3.2
2,Paracetamol 500mg,12,3.2
2,Vitamin D3 Supplements,1,1.8
2,Vitamin D3 Supplements,2,2.3043478260869565
2,Vitamin D3 Supplements,3,1.9
2,Vitamin D3 Supplements,4,1.7681159420289856
2,Vitamin D3 Supplements,5,1.7014925373134329
2,Vitamin D3 Supplements,6,2.2941176470588234
2,Vitamin D3 Supplements,7,2.1794871794871793
2,Vitamin D3 Supplements,8,2.2535211267605635
2,Vitamin D3 Supplements,9,2.116883116883117
2,Vitamin D3 Supplements,10,2.0526315789473686
2,Vitamin D3 Supplements,11,1.631578947368421
2,Vitamin D3 Supplements,12,1.4727272727272727
3,Amlodipine 5mg,1,1.710144927536232
3,Amlodipine 5mg,2,2.617283950617284
3,Amlodipine 5mg,3,2.0135135135135136
3,Amlodipine 5mg,4,2.311688311688312
3,Amlodipine 5mg,5,2.5194805194805197
3,Amlodipine 5mg,6,2.6419753086419755
3,Amlodipine 5mg,7,2.929411764705882
3,Amlodipine 5mg,8,2.776470588235294
3,Amlodipine 5mg,9,2.675
3,Amlodipine 5mg,10,2.5714285714285716
3,Amlodipine 5mg,11,1.7941176470588236
3,Amlodipine 5mg,12,2.014925373134328
3,Amoxicillin 250mg,1,67.90322580645162
3,Amoxicillin 250mg,2,16.16470588235294
3,Amoxicillin 250mg,3,11.673913043478262
3,Amoxicillin 250mg,4,12.640449438202246
3,Amoxicillin 250mg,5,11.629213483146067
3,Amoxicillin 250mg,6,14.284090909090908
3,Amoxicillin 250mg,7,16.261363636363637
3,Amoxicillin 250mg,8,15.923076923076923
3,Amoxicillin 250mg,9,15.0
3,Amoxicillin 250mg,10,16.066666666666666
3,Amoxicillin 250mg,11,67.76666666666667
3,Amoxicillin 250mg,12,68.09677419354838
3,Cetirizine 10mg,1,3.0823529411764707
3,Cetirizine 10mg,2,5.270588235294118
3,Cetirizine 10mg,3,4.123595505617978
3,Cetirizine 10mg,4,3.9204545454545454
3,Cetirizine 10mg,5,3.6923076923076925
3,Cetirizine 10mg,6,5.033333333333333
3,Cetirizine 10mg,7,5.318681318681318
3,Cetirizine 10mg,8,5.521739130434782
3,Cetirizine 10mg,9,5.211111111111111
3,Cetirizine 10mg,10,5.623655913978495
3,Cetirizine 10mg,11,3.0125
3,Cetirizine 10mg,12,3.0
3,Cough Syrup,1,21.881720430107528
3,Cough Syrup,2,5.023529411764706
3,Cough Syrup,3,4.168539325842697
3,Cough Syrup,4,3.7529411764705882
3,Cough Syrup,5,3.681318681318681
3,Cough Syrup,6,5.1477272727272725
3,Cough Syrup,7,5.239130434782608
3,Cough Syrup,8,5.188888888888889
3,Cough Syrup,9,5.533333333333333
3,Cough Syrup,10,5.268817204301075
3,Cough Syrup,11,22.68888888888889
3,Cough Syrup,12,22.397849462365592
3,Ibuprofen 400mg,1,5.777777777777778
3,Ibuprofen 400mg,2,9.952941176470588
3,Ibuprofen 400mg,3,7.538461538461538
3,Ibuprofen 400mg,4,8.204545454545455
3,Ibuprofen 400mg,5,7.933333333333334
3,Ibuprofen 400mg,6,9.775280898876405
3,Ibuprofen 400mg,7,10.11111111111111
3,Ibuprofen 400mg,8,10.565217391304348
3,Ibuprofen 400mg,9,10.112359550561798
3,Ibuprofen 400mg,10,10.804347826086957
3,Ibuprofen 400mg,11,5.780487804878049
3,Ibuprofen 400mg,12,6.022988505747127
3,Metformin 500mg,1,3.681159420289855
3,Metformin 500mg,2,5.184210526315789
3,Metformin 500mg,3,4.5
3,Metformin 500mg,4,4.933333333333334
3,Metformin 500mg,5,5.055555555555555
3,Metformin 500mg,6,5.128205128205129
3,Metformin 500mg,7,5.666666666666667
3,Metformin 500mg,8,6.090909090909091
3,Metformin 500mg,9,5.614457831325301
3,Metformin 500mg,10,5.682926829268292
3,Metformin 500mg,11,3.6857142857142855
3,Metformin 500mg,12,3.373134328358209
3,ORS Sachets,1,8.777777777777779
3,ORS Sachets,2,16.40963855421687
3,ORS Sachets,3,49.38709677419355
3,ORS Sachets,4,49.46666666666667
3,ORS Sachets,5,51.03225806451613
3,ORS Sachets,6,36.4
3,ORS Sachets,7,39.84782608695652
3,ORS Sachets,8,40.29032258064516
3,ORS Sachets,9,38.2
3,ORS Sachets,10,15.48913043478261
3,ORS Sachets,11,10.081395348837209
3,ORS Sachets,12,8.541176470588235
3,Paracetamol 500mg,1,5.790697674418604
3,Paracetamol 500mg,2,10.880952380952381
3,Paracetamol 500mg,3,7.675977653631285
3,Paracetamol 500mg,4,7.5141242937853105
3,Paracetamol 500mg,5,7.745856353591161
3,Paracetamol 500mg,6,34.324022346368714
3,Paracetamol 500mg,7,44.41530054644809
3,Paracetamol 500mg,8,43.70810810810811
3,Paracetamol 500mg,9,37.6045197740113
3,Paracetamol 500mg,10,10.81081081081081
3,Paracetamol 500mg,11,6.188235294117647
3,Paracetamol 500mg,12,6.119047619047619
3,Vitamin D3 Supplements,1,3.0697674418604652
3,Vitamin D3 Supplements,2,5.152941176470589
3,Vitamin D3 Supplements,3,3.6
3,Vitamin D3 Supplements,4,3.942528735632184
3,Vitamin D3 Supplements,5,3.923076923076923
3,Vitamin D3 Supplements,6,5.344827586206897
3,Vitamin D3 Supplements,7,5.314606741573034
3,Vitamin D3 Supplements,8,5.526881720430108
3,Vitamin D3 Supplements,9,5.433333333333334
3,Vitamin D3 Supplements,10,5.139784946236559
3,Vitamin D3 Supplements,11,3.0238095238095237
3,Vitamin D3 Supplements,12,2.883720930232558
4,Amlodipine 5mg,1,1.3428571428571427
4,Amlodipine 5mg,2,1.5
4,Amlodipine 5mg,3,1.358974358974359
4,Amlodipine 5mg,4,1.4285714285714286
4,Amlodipine 5mg,5,1.446808510638298
4,Amlodipine 5mg,6,1.6415094339622642
4,Amlodipine 5mg,7,1.38
4,Amlodipine 5mg,8,1.5454545454545454
4,Amlodipine 5mg,9,1.5681818181818181
4,Amlodipine 5mg,10,1.4230769230769231
4,Amlodipine 5mg,11,1.3142857142857143
4,Amlodipine 5mg,12,1.3103448275862069
4,Amoxicillin 250mg,1,25.838709677419356
4,Amoxicillin 250mg,2,6.243243243243243
4,Amoxicillin 250mg,3,5.7727272727272725
4,Amoxicillin 250mg,4,5.676923076923077
4,Amoxicillin 250mg,5,5.470588235294118
4,Amoxicillin 250mg,6,7.065789473684211
4,Amoxicillin 250mg,7,7.065789473684211
4,Amoxicillin 250mg,8,6.779220779220779
4,Amoxicillin 250mg,9,6.945205479452055
4,Amoxicillin 250mg,10,7.144736842105263
4,Amoxicillin 250mg,11,24.855555555555554
4,Amoxicillin 250mg,12,24.0
4,Cetirizine 10mg,1,1.6
4,Cetirizine 10mg,2,2.3066666666666666
4,Cetirizine 10mg,3,1.878787878787879
4,Cetirizine 10mg,4,2.0
4,Cetirizine 10mg,5,2.015625
4,Cetirizine 10mg,6,2.2465753424657535
4,Cetirizine 10mg,7,2.3902439024390243
4,Cetirizine 10mg,8,2.3835616438356166
4,Cetirizine 10mg,9,2.138888888888889
4,Cetirizine 10mg,10,2.2027027027027026
4,Cetirizine 10mg,11,1.5789473684210527
4,Cetirizine 10mg,12,1.7234042553191489
4,Cough Syrup,1,7.655913978494624
4,Cough Syrup,2,2.298507462686567
4,Cough Syrup,3,1.9428571428571428
4,Cough Syrup,4,1.9375
4,Cough Syrup,5,1.75
4,Cough Syrup,6,2.125
4,Cough Syrup,7,2.338235294117647
4,Cough Syrup,8,2.0142857142857142
4,Cough Syrup,9,2.1384615384615384
4,Cough Syrup,10,2.207317073170732
4,Cough Syrup,11,7.966666666666667
4,Cough Syrup,12,7.376344086021505
4,Ibuprofen 400mg,1,3.4193548387096775
4,Ibuprofen 400mg,2,3.909090909090909
4,Ibuprofen 400mg,3,3.3333333333333335
4,Ibuprofen 400mg,4,3.457627118644068
4,Ibuprofen 400mg,5,3.0933333333333333
4,Ibuprofen 400mg,6,4.285714285714286
4,Ibuprofen 400mg,7,4.426666666666667
4,Ibuprofen 400mg,8,4.56
4,Ibuprofen 400mg,9,4.415584415584416
4,Ibuprofen 400mg,10,4.582278481012659
4,Ibuprofen 400mg,11,3.259259259259259
4,Ibuprofen 400mg,12,2.9056603773584904
4,Metformin 500mg,1,2.611111111111111
4,Metformin 500mg,2,3.25
4,Metformin 500mg,3,2.8
4,Metformin 500mg,4,2.857142857142857
4,Metformin 500mg,5,2.75
4,Metformin 500mg,6,2.7450980392156863
4,Metformin 500mg,7,3.207547169811321
4,Metformin 500mg,8,3.28125
4,Metformin 500mg,9,2.8
4,Metformin 500mg,10,3.018867924528302
4,Metformin 500mg,11,2.5714285714285716
4,Metformin 500mg,12,2.6470588235294117
4,ORS Sachets,1,4.423728813559322
4,ORS Sachets,2,6.164383561643835
4,ORS Sachets,3,19.108695652173914
4,ORS Sachets,4,16.8
4,ORS Sachets,5,19.206521739130434
4,ORS Sachets,6,13.295454545454545
4,ORS Sachets,7,14.966666666666667
4,ORS Sachets,8,12.626373626373626
4,ORS Sachets,9,13.193181818181818
4,ORS Sachets,10,6.64
4,ORS Sachets,11,4.5
4,ORS Sachets,12,4.44
4,Paracetamol 500mg,1,3.1666666666666665
4,Paracetamol 500mg,2,4.472222222222222
4,Paracetamol 500mg,3,3.6818181818181817
4,Paracetamol 500mg,4,3.4188034188034186
4,Paracetamol 500mg,5,3.8074074074074074
4,Paracetamol 500mg,6,13.366459627329192
4,Paracetamol 500mg,7,17.592814371257486
4,Paracetamol 500mg,8,16.842767295597483
4,Paracetamol 500mg,9,14.072289156626505
4,Paracetamol 500mg,10,4.3375
4,Paracetamol 500mg,11,3.4310344827586206
4,Paracetamol 500mg,12,3.1262135922330097
4,Vitamin D3 Supplements,1,1.7903225806451613
4,Vitamin D3 Supplements,2,2.235294117647059
4,Vitamin D3 Supplements,3,1.7352941176470589
4,Vitamin D3 Supplements,4,1.6842105263157894
4,Vitamin D3 Supplements,5,1.894736842105263
4,Vitamin D3 Supplements,6,2.257142857142857
4,Vitamin D3 Supplements,7,2.3506493506493507
4,Vitamin D3 Supplements,8,2.1125
4,Vitamin D3 Supplements,9,2.236111111111111
4,Vitamin D3 Supplements,10,2.311688311688312
4,Vitamin D3 Supplements,11,1.4
4,Vitamin D3 Supplements,12,1.653061224489796
5,Amlodipine 5mg,1,1.0357142857142858
5,Amlodipine 5mg,2,1.6511627906976745
5,Amlodipine 5mg,3,1.3695652173913044
5,Amlodipine 5mg,4,1.3333333333333333
5,Amlodipine 5mg,5,1.4545454545454546
5,Amlodipine 5mg,6,1.5
5,Amlodipine 5mg,7,1.4655172413793103
5,Amlodipine 5mg,8,1.6111111111111112
5,Amlodipine 5mg,9,1.5
5,Amlodipine 5mg,10,1.453125
5,Amlodipine 5mg,11,1.34375
5,Amlodipine 5mg,12,1.2058823529411764
5,Amoxicillin 250mg,1,23.870967741935484
5,Amoxicillin 250mg,2,7.302631578947368
5,Amoxicillin 250mg,3,5.0476190476190474
5,Amoxicillin 250mg,4,5.1
5,Amoxicillin 250mg,5,5.083333333333333
5,Amoxicillin 250mg,6,5.835616438356165
5,Amoxicillin 250mg,7,6.7215189873417724
5,Amoxicillin 250mg,8,6.493150684931507
5,Amoxicillin 250mg,9,6.125
5,Amoxicillin 250mg,10,6.233766233766234
5,Amoxicillin 250mg,11,21.58888888888889
5,Amoxicillin 250mg,12,24.612903225806452
5,Cetirizine 10mg,1,1.5416666666666667
5,Cetirizine 10mg,2,2.463768115942029
5,Cetirizine 10mg,3,1.676056338028169
5,Cetirizine 10mg,4,1.694915254237288
5,Cetirizine 10mg,5,1.676923076923077
5,Cetirizine 10mg,6,2.1
5,Cetirizine 10mg,7,2.1772151898734178
5,Cetirizine 10mg,8,2.1066666666666665
5,Cetirizine 10mg,9,1.9714285714285715
5,Cetirizine 10mg,10,2.2567567567567566
5,Cetirizine 10mg,11,1.5
5,Cetirizine 10mg,12,1.6451612903225807
5,Cough Syrup,1,8.0
5,Cough Syrup,2,2.21875
5,Cough Syrup,3,1.8095238095238095
5,Cough Syrup,4,1.709090909090909
5,Cough Syrup,5,1.9054054054054055
5,Cough Syrup,6,2.2285714285714286
5,Cough Syrup,7,2.0405405405405403
5,Cough Syrup,8,2.2266666666666666
5,Cough Syrup,9,2.2054794520547945
5,Cough Syrup,10,2.2439024390243905
5,Cough Syrup,11,7.833333333333333
5,Cough Syrup,12,7.89247311827957
5,Ibuprofen 400mg,1,3.3333333333333335
5,Ibuprofen 400mg,2,4.166666666666667
5,Ibuprofen 400mg,3,3.323529411764706
5,Ibuprofen 400mg,4,3.735294117647059
5,Ibuprofen 400mg,5,3.5616438356164384
5,Ibuprofen 400mg,6,4.2
5,Ibuprofen 400mg,7,4.30379746835443
5,Ibuprofen 400mg,8,4.716049382716049
5,Ibuprofen 400mg,9,3.911764705882353
5,Ibuprofen 400mg,10,4.293333333333333
5,Ibuprofen 400mg,11,3.4035087719298245
5,Ibuprofen 400mg,12,3.0
5,Metformin 500mg,1,2.4615384615384617
5,Metformin 500mg,2,3.4716981132075473
5,Metformin 500mg,3,2.883720930232558
5,Metformin 500mg,4,2.75
5,Metformin 500mg,5,2.75
5,Metformin 500mg,6,3.1020408163265305
5,Metformin 500mg,7,2.5090909090909093
5,Metformin 500mg,8,3.411764705882353
5,Metformin 500mg,9,3.269230769230769
5,Metformin 500mg,10,3.04
5,Metformin 500mg,11,2.56
5,Metformin 500mg,12,2.263157894736842
5,ORS Sachets,1,4.392857142857143
5,ORS Sachets,2,6.434210526315789
5,ORS Sachets,3,18.548387096774192
5,ORS Sachets,4,16.233333333333334
5,ORS Sachets,5,18.903225806451612
5,ORS Sachets,6,13.179775280898877
5,ORS Sachets,7,13.44943820224719
5,ORS Sachets,8,13.186813186813186
5,ORS Sachets,9,12.482758620689655
5,ORS Sachets,10,6.082191780821918
5,ORS Sachets,11,4.466666666666667
5,ORS Sachets,12,4.660714285714286
5,Paracetamol 500mg,1,2.8867924528301887
5,Paracetamol 500mg,2,4.496551724137931
5,Paracetamol 500mg,3,3.6875
5,Paracetamol 500mg,4,3.618320610687023
5,Paracetamol 500mg,5,3.515151515151515
5,Paracetamol 500mg,6,13.389221556886227
5,Paracetamol 500mg,7,17.146198830409357
5,Paracetamol 500mg,8,16.5
5,Paracetamol 500mg,9,13.888198757763975
5,Paracetamol 500mg,10,4.577464788732394
5,Paracetamol 500mg,11,3.232142857142857
5,Paracetamol 500mg,12,3.0517241379310347
5,Vitamin D3 Supplements,1,1.5
5,Vitamin D3 Supplements,2,2.1506849315068495
5,Vitamin D3 Supplements,3,1.7761194029850746
5,Vitamin D3 Supplements,4,1.8888888888888888
5,Vitamin D3 Supplements,5,1.7857142857142858
5,Vitamin D3 Supplements,6,2.219178082191781
5,Vitamin D3 Supplements,7,2.1875
5,Vitamin D3 Supplements,8,2.3157894736842106
5,Vitamin D3 Supplements,9,2.0579710144927534
5,Vitamin D3 Supplements,10,2.189873417721519
5,Vitamin D3 Supplements,11,1.7826086956521738
5,Vitamin D3 Supplements,12,1.3728813559322033
6,Amlodipine 5mg,1,1.578125
6,Amlodipine 5mg,2,2.792207792207792
6,Amlodipine 5mg,3,2.3157894736842106
6,Amlodipine 5mg,4,2.1232876712328768
6,Amlodipine 5mg,5,2.329113924050633
6,Amlodipine 5mg,6,2.607142857142857
6,Amlodipine 5mg,7,2.841463414634146
6,Amlodipine 5mg,8,3.011904761904762
6,Amlodipine 5mg,9,2.7948717948717947
6,Amlodipine 5mg,10,2.8795180722891565
6,Amlodipine 5mg,11,2.032258064516129
6,Amlodipine 5mg,12,1.9264705882352942
6,Amoxicillin 250mg,1,68.05376344086021
6,Amoxicillin 250mg,2,15.0
6,Amoxicillin 250mg,3,11.488636363636363
6,Amoxicillin 250mg,4,10.89655172413793
6,Amoxicillin 250mg,5,12.23076923076923
6,Amoxicillin 250mg,6,15.876404494382022
6,Amoxicillin 250mg,7,14.934782608695652
6,Amoxicillin 250mg,8,16.5
6,Amoxicillin 250mg,9,14.696629213483146
6,Amoxicillin 250mg,10,15.782608695652174
6,Amoxicillin 250mg,11,71.86666666666666
6,Amoxicillin 250mg,12,68.54838709677419
6,Cetirizine 10mg,1,3.1379310344827585
6,Cetirizine 10mg,2,5.107142857142857
6,Cetirizine 10mg,3,3.966292134831461
6,Cetirizine 10mg,4,4.1
6,Cetirizine 10mg,5,4.161290322580645
6,Cetirizine 10mg,6,4.977777777777778
6,Cetirizine 10mg,7,5.576086956521739
6,Cetirizine 10mg,8,5.311827956989247
6,Cetirizine 10mg,9,5.056179775280899
6,Cetirizine 10mg,10,4.880434782608695
6,Cetirizine 10mg,11,3.2738095238095237
6,Cetirizine 10mg,12,2.9012345679012346
6,Cough Syrup,1,22.322580645161292
6,Cough Syrup,2,5.011764705882353
6,Cough Syrup,3,3.6153846153846154
6,Cough Syrup,4,4.183908045977011
6,Cough Syrup,5,3.6091954022988504
6,Cough Syrup,6,5.034090909090909
6,Cough Syrup,7,5.630434782608695
6,Cough Syrup,8,5.336956521739131
6,Cough Syrup,9,5.157303370786517
6,Cough Syrup,10,5.311827956989247
6,Cough Syrup,11,23.533333333333335
6,Cough Syrup,12,22.72043010752688
6,Ibuprofen 400mg,1,6.292134831460674
6,Ibuprofen 400mg,2,9.623529411764705
6,Ibuprofen 400mg,3,7.260869565217392
6,Ibuprofen 400mg,4,7.906976744186046
6,Ibuprofen 400mg,5,8.377777777777778
6,Ibuprofen 400mg,6,9.755555555555556
6,Ibuprofen 400mg,7,11.406593406593407
6,Ibuprofen 400mg,8,10.21505376344086
6,Ibuprofen 400mg,9,10.222222222222221
6,Ibuprofen 400mg,10,10.804347826086957
6,Ibuprofen 400mg,11,6.517647058823529
6,Ibuprofen 400mg,12,5.580246913580247
6,Metformin 500mg,1,3.8028169014084505
6,Metformin 500mg,2,5.9743589743589745
6,Metformin 500mg,3,4.641025641025641
6,Metformin 500mg,4,4.346666666666667
6,Metformin 500mg,5,4.564102564102564
6,Metformin 500mg,6,5.219512195121951
6,Metformin 500mg,7,6.162790697674419
6,Metformin 500mg,8,5.7317073170731705
6,Metformin 500mg,9,5.818181818181818
6,Metformin 500mg,10,6.2272727272727275
6,Metformin 500mg,11,3.5833333333333335
6,Metformin 500mg,12,3.8857142857142857
6,ORS Sachets,1,9.379310344827585
6,ORS Sachets,2,16.464285714285715
6,ORS Sachets,3,48.32258064516129
6,ORS Sachets,4,51.3
6,ORS Sachets,5,52.67741935483871
6,ORS Sachets,6,38.03333333333333
6,ORS Sachets,7,40.5
6,ORS Sachets,8,41.16129032258065
6,ORS Sachets,9,39.7
6,ORS Sachets,10,15.548387096774194
6,ORS Sachets,11,9.036144578313253
6,ORS Sachets,12,8.892857142857142
6,Paracetamol 500mg,1,6.269662921348314
